  main.cpp
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(47,26): warning C4305: инициализация: усечение из "double" в "float"
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(64,24): warning C4305: инициализация: усечение из "double" в "float"
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(125,54): warning C4244: аргумент: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(125,25): warning C4244: аргумент: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(131,26): warning C4244: +=: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(132,26): warning C4244: +=: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(162,26): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(163,26): warning C4244: инициализация: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(176,48): warning C4244: =: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(184,48): warning C4244: =: преобразование "double" в "float", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(218,28): warning C4244: аргумент: преобразование "double" в "GLfloat", возможна потеря данных
D:\Мой код\myC++_GPT4_raycasting_freeglut\myC++_GPT4_raycasting_freeglut\main.cpp(219,28): warning C4244: аргумент: преобразование "double" в "GLfloat", возможна потеря данных
